95655.00340, 3,  -0.115,  0.115,  9.768, 5, -43.188,  5.500,-38.625, 82,  -0.064, -0.003,  0.344, 84,   0.006, -0.002, -0.658
95655.06837, 3,   0.038,  0.115,  9.768, 5, -43.250,  5.500,-38.938, 82,   0.093,  0.003,  0.040, 84,   0.006, -0.002, -0.658
95655.13338, 3,  -0.115,  0.115,  9.912, 5, -43.250,  5.875,-38.438, 82,  -0.070, -0.148,  0.344, 84,   0.006, -0.002, -0.658
95655.26337, 3,  -0.115,  0.115,  9.768, 5, -43.625,  5.375,-38.375, 82,   0.062, -0.003,  0.197, 84,   0.005, -0.003, -0.658
95655.32838, 3,  -0.115,  0.115,  9.912, 5, -42.563,  5.188,-38.938, 82,  -0.095,  0.003,  0.197, 84,   0.005, -0.003, -0.658
95655.39339, 3,  -0.115,  0.115,  9.912, 5, -42.688,  5.500,-38.625, 82,   0.068,  0.003,  0.344, 84,   0.005, -0.003, -0.658
95655.45837, 3,  -0.115,  0.115,  9.768, 5, -43.250,  5.375,-38.750, 82,  -0.076,  0.015,  0.197, 84,   0.005, -0.002, -0.658
95655.52342, 3,  -0.115,  0.115,  9.912, 5, -43.688,  5.375,-38.750, 82,  -0.070,  0.009,  0.344, 84,   0.006, -0.002, -0.658
95655.58839, 3,  -0.115,  0.115,  9.615, 5, -43.563,  5.875,-38.750, 82,   0.093,  0.009,  0.197, 84,   0.006, -0.002, -0.658
95655.65340, 3,  -0.115,  0.115,  9.768, 5, -43.563,  5.688,-38.875, 82,  -0.064,  0.009,  0.197, 84,   0.006, -0.002, -0.658
95655.71837, 3,  -0.115, -0.038,  9.768, 5, -43.500,  6.313,-38.250, 82,   0.093,  0.015,  0.197, 84,   0.006, -0.001, -0.659
95655.78338, 3,   0.038,  0.115,  9.912, 5, -42.938,  4.750,-39.250, 82,  -0.046,  0.021,  0.344, 84,   0.006, -0.000, -0.658
95655.84839, 3,  -0.115,  0.115,  9.768, 5, -43.563,  5.688,-38.625, 82,  -0.046,  0.015,  0.197, 84,   0.006, -0.001, -0.658
95655.91337, 3,   0.038,  0.115,  9.768, 5, -43.500,  6.000,-39.000, 82,   0.105, -0.142,  0.197, 84,   0.006, -0.001, -0.658
95655.97838, 3,  -0.115,  0.115,  9.615, 5, -43.063,  5.625,-38.250, 82,  -0.052,  0.021,  0.501, 84,   0.006, -0.001, -0.657
95656.04339, 3,  -0.115,  0.115,  9.768, 5, -43.375,  5.313,-38.563, 82,  -0.052,  0.021,  0.344, 84,   0.006, -0.001, -0.656
