932706.56981, 3,  -0.115,  0.115,  9.768, 5, -44.500, -1.375,-31.500, 82,  -0.003, -0.064,  0.198, 84,   0.011, -0.003, -0.716
932706.63479, 3,  -0.115,  0.268,  9.768, 5, -44.250, -1.500,-32.125, 82,   0.003,  0.099,  0.198, 84,   0.011, -0.002, -0.716
932706.69980, 3,  -0.115,  0.115,  9.912, 5, -44.250, -1.375,-31.813, 82,   0.003, -0.052,  0.198, 84,   0.010, -0.002, -0.715
932706.76481, 3,  -0.115,  0.115,  9.768, 5, -44.125, -1.625,-31.563, 82,   0.021,  0.099,  0.199, 84,   0.011, -0.001, -0.714
932706.82982, 3,  -0.268,  0.268,  9.768, 5, -45.063, -0.688,-31.750, 82,   0.028,  0.098,  0.199, 84,   0.012, -0.001, -0.713
932706.89480, 3,  -0.268,  0.115,  9.768, 5, -44.500, -1.563,-31.875, 82,   0.028,  0.092,  0.346, 84,   0.012, -0.001, -0.713
932706.95981, 3,  -0.268,  0.115,  9.912, 5, -44.563, -1.063,-31.875, 82,   0.034, -0.065,  0.199, 84,   0.012, -0.001, -0.713
932707.02479, 3,  -0.268,  0.115,  9.768, 5, -44.938, -1.250,-32.375, 82,   0.034, -0.059,  0.346, 84,   0.012, -0.001, -0.713
932707.08980, 3,  -0.115,  0.268,  9.912, 5, -44.563, -1.688,-31.875, 82,  -0.123, -0.058,  0.199, 84,   0.012, -0.001, -0.713
932707.15481, 3,   0.038,  0.115,  9.912, 5, -44.813, -1.313,-31.688, 82,   0.034,  0.092,  0.199, 84,   0.012, -0.001, -0.713
932707.21978, 3,  -0.115,  0.115,  9.912, 5, -44.750, -1.500,-32.063, 82,   0.028,  0.074,  0.346, 84,   0.012, -0.002, -0.713
932707.28479, 3,  -0.115,  0.268,  9.912, 5, -44.438, -1.500,-31.438, 82,   0.022, -0.089,  0.346, 84,   0.012, -0.003, -0.712
932707.34981, 3,  -0.115,  0.268,  9.768, 5, -44.813, -1.250,-31.688, 82,  -0.135, -0.089,  0.346, 84,   0.012, -0.003, -0.713
932707.41481, 3,  -0.115,  0.115,  9.912, 5, -44.563, -1.938,-31.875, 82,  -0.129,  0.074,  0.199, 84,   0.012, -0.002, -0.713
932707.47979, 3,  -0.115,  0.268,  9.768, 5, -44.563, -1.188,-31.750, 82,   0.021,  0.068,  0.346, 84,   0.012, -0.003, -0.714
932707.54480, 3,  -0.115,  0.268,  9.768, 5, -44.750, -0.688,-32.313, 82,   0.015, -0.082,  0.199, 84,   0.012, -0.003, -0.714
932707.60982, 3,  -0.115,  0.115,  9.912, 5, -44.125, -1.688,-32.000, 82,   0.015,  0.068,  0.199, 84,   0.012, -0.003, -0.713
932707.67479, 3,  -0.115,  0.115,  9.768, 5, -44.250, -2.125,-32.000, 82,   0.166,  0.080,  0.199, 84,   0.012, -0.003, -0.713
932707.73980, 3,  -0.115,  0.115,  9.768, 5, -43.938, -2.125,-31.375, 82,  -0.135, -0.058,  0.199, 84,   0.011, -0.001, -0.715
932707.80481, 3,  -0.268,  0.268,  9.768, 5, -43.875, -1.938,-31.188, 82,   0.028, -0.052,  0.199, 84,   0.011, -0.001, -0.715
932707.86981, 3,  -0.115,  0.115,  9.912, 5, -44.188, -2.313,-31.688, 82,  -0.123,  0.099,  0.346, 84,   0.012, -0.001, -0.716
932707.93480, 3,  -0.115,  0.268,  9.768, 5, -44.750, -2.000,-31.438, 82,  -0.117, -0.058,  0.346, 84,   0.012, -0.001, -0.717
932707.99981, 3,  -0.268,  0.115,  9.912, 5, -44.875, -1.375,-31.813, 82,   0.046, -0.046,  0.346, 84,   0.012, -0.000, -0.717
932708.06478, 3,  -0.115,  0.268,  9.768, 5, -44.500, -0.875,-31.875, 82,   0.046,  0.111,  0.199, 84,   0.012, -0.000, -0.717
932708.12982, 3,  -0.115,  0.115,  9.768, 5, -44.438, -1.000,-31.813, 82,   0.040, -0.040,  0.199, 84,   0.011, -0.000, -0.717
932708.19480, 3,  -0.268,  0.268,  9.615, 5, -44.438, -1.500,-31.813, 82,   0.052, -0.034,  0.199, 84,   0.012,  0.001, -0.716
932708.25981, 3,  -0.115,  0.115,  9.768, 5, -44.875, -1.188,-31.750, 82,  -0.099,  0.117,  0.199, 84,   0.012,  0.001, -0.715
